"Rank","Name","Symbol","earnings_ttm","price (INR)","country"
"304","Timken India","TIMKEN.NS","63767600","3733.3","India"
"305","Edelweiss Financial Services","EDELWEISS.NS","62187600","127.87","India"
"306","Grindwell Norton","GRINDWELL.NS","61415500","2416.5","India"
"307","Jubilant FoodWorks","JUBLFOOD.NS","61341400","629.7","India"
"308","Surya Roshni","SURYAROSNI.NS","61193100","722.15","India"
"309","Vedant Fashions","MANYAVAR.NS","60945100","1320.05","India"
"310","Hindustan Copper","HINDCOPPER.NS","60328900","315.85","India"
"311","IndiaMART","INDIAMART.NS","60268900","3011.4","India"
"312","Varroc","VARROC.NS","59429200","575.7","India"
"313","Indian Energy Exchange","IEX.NS","59216400","204.59","India"
"314","Chalet Hotels","CHALET.NS","59150600","890","India"
"315","Power Mech Projects","POWERMECH.NS","58958000","3108.4","India"
"316","Elgi Equipments","ELGIEQUIP.NS","58559200","671.6","India"
"317","Atul","ATUL.NS","58095700","7888.8","India"
"318","Max Financial Services","MFSL.NS","57486300","1185.55","India"
"319","Jain Irrigation Systems","JISLDVREQS.NS","57032900","33.92","India"
"320","Gujarat Fluorochemicals","FLUOROCHEM.NS","57030200","4693.85","India"
"321","Ramkrishna Forgings","RKFORGE.NS","56608500","999.3","India"
"322","Aarti Industries","AARTIIND.NS","56346400","529.2","India"
"323","Himatsingka Seide","HIMATSEIDE.NS","55196200","147.55","India"
"324","Marksans Pharma","MARKSANS.NS","55139300","289.15","India"
"325","Action Construction Equipment","ACE.NS","54787900","1343.85","India"
"326","Neuland Laboratories","NEULANDLAB.NS","53801900","14247.6","India"
"327","Rashtriya Chemicals and Fertilizers","RCF.NS","52835900","179.82","India"
"328","Whirlpool India","WHIRLPOOL.NS","52447200","2367.15","India"
"329","Gulf Oil Lubricants","GULFOILLUB.NS","52168500","1313.45","India"
"330","Voltamp Transformers","VOLTAMP.NS","51964900","13599","India"
"331","Radico Khaitan","RADICO.NS","51840600","2150.7","India"
"332","Mastek","MASTEK.NS","51514500","2709.8","India"
"333","Arvind","ARVIND.NS","51108100","360.2","India"
"334","Hatsun Agro Products","HATSUN.NS","50947400","1145.25","India"
"335","V-Guard Industries","VGUARD.NS","50901700","440.1","India"
"336","FDC India","FDC.NS","50720400","536.2","India"
"337","Praj Industries","PRAJIND.NS","50465600","772.4","India"
"338","BEML","BEML.NS","50298500","3791.8","India"
"339","Craftsman Automation","CRAFTSMAN.NS","50187100","6228.1","India"
"340","Kirloskar Ferrous Industries","KIRLFER.NS","49897300","460.05","India"
"341","Transport Corporation of India","TCI.NS","49313700","1037.75","India"
"342","Tata Investment Corporation","TATAINVEST.NS","49209600","7048.3","India"
"343","BLS International","BLS.NS","48779500","362.7","India"
"344","HBL Power Systems","HBLPOWER.NS","48735900","604.7","India"
"345","Engineers India","ENGINERSIN.NS","48194500","200.71","India"
"346","Tata Teleservices","TTML.NS","47996300","81.9","India"
"347","Galaxy Surfactants","GALAXYSURF.NS","47355900","2931.1","India"
"348","Anant Raj","ANANTRAJ.NS","47310900","750.2","India"
"349","Amber Enterprises India","AMBER.NS","47090300","5019.85","India"
"350","Blue Dart Express","BLUEDART.NS","45906300","8473.2","India"
"351","CenturyPly","CENTURYPLY.NS","45713900","904.9","India"
"352","MOIL","MOIL.NS","45639300","382.75","India"
"353","Tamil Nadu Newsprint and Papers Limited","TNPL.NS","45582400","206.07","India"
"354","Happiest Minds Technologies","HAPPSTMNDS.NS","45192600","800.75","India"
"355","Religare","RELIGARE.NS","44250800","275","India"
"356","VA Tech Wabag","WABAG.NS","43693200","1562.45","India"
"357","KFin Technologies","KFINTECH.NS","43139000","1044.1","India"
"358","PDS Multinational","PDSL.NS","42799900","520.3","India"
"359","Quess","QUESS.NS","42207800","727.1","India"
"360","Prakash Industries","PRAKASH.NS","41689600","169.26","India"
"361","Kalyani Steels","KSL.NS","41527100","834.35","India"
"362","INEOS Styrolution","INEOSSTYRO.NS","41373300","807.8","India"
"363","MSTC Limited","MSTCLTD.NS","41066100","686.15","India"
"364","Vesuvius India","VESUVIUS.NS","40929600","5345.35","India"
"365","Zydus Wellness","ZYDUSWELL.NS","40846200","1956.25","India"
"366","Sheela Foam","SFL.NS","40451500","913.1","India"
"367","Kaveri Seed","KSCL.NS","40030700","935.65","India"
"368","KCP Limited","KCP.NS","39886600","237.45","India"
"369","National Fertilizers","NFL.NS","38545600","121.76","India"
"370","Black Box","BBOX.NS","37698000","484.35","India"
"371","Cera Sanitaryware","CERA.NS","37476200","7899.65","India"
"372","Orient Cement","ORIENTCEM.NS","37415500","295.75","India"
"373","Ingersoll Rand India","INGERRAND.NS","37316200","4434.75","India"
"374","Inox Wind","INOXWIND.NS","36514800","218.61","India"
"375","KSB ltd","KSB.NS","35649100","997.8","India"
"376","Gateway Distriparks","GATEWAY.NS","35365600","87.79","India"
"377","Tejas Networks","TEJASNET.NS","34485900","1189.5","India"
"378","Strides Pharma","STAR.NS","34336900","1559.45","India"
"379","Hitachi Energy India","POWERINDIA.NS","33583300","15899.2","India"
"380","Delta Corp","DELTACORP.NS","33242600","124.73","India"
"381","Gabriel India","GABRIEL.NS","32521600","458.35","India"
"382","Siyaram Silk Mills","SIYSIL.NS","32409900","526.8","India"
"383","Sundaram Finance","SUNDARMHLD.NS","32288200","346.95","India"
"384","Symphony Limited","SYMPHONY.NS","31560600","1824.7","India"
"385","Infibeam Avenues","INFIBEAM.NS","31060300","28.79","India"
"386","Relaxo Footwear","RELAXO.NS","30470700","796.9","India"
"387","JBM Auto","JBMA.NS","30348500","1774.55","India"
"388","Prince Pipes And Fittings","PRINCEPIPE.NS","30245700","546.95","India"
"389","Aarti Drugs","AARTIDRUGS.NS","29974500","509.9","India"
"390","Jagran Prakashan","JAGRAN.NS","29947200","92.24","India"
"391","Hindustan Oil Exploration Company","HINDOILEXP.NS","29741500","217.78","India"
"392","HEG","HEG.NS","29692800","2458.85","India"
"393","Paisalo Digital","PAISALO.NS","29411000","52.39","India"
"394","Heidelbergcement India","HEIDELBERG.NS","29331700","224.39","India"
"395","Mangalore Chemicals and Fertilizers","MANGCHEFER.NS","29050000","140.04","India"
"396","Schneider Electric Infrastructure","SCHNEIDER.NS","28861000","860.45","India"
"397","SpiceJet","SPICEJET.BO","28810900","67.29","India"
"398","Polyplex","POLYPLEX.NS","28755000","1169.65","India"
"399","Hinduja Global Solutions","HGS.NS","28715200","788","India"
"400","Suprajit Engineering","SUPRAJIT.NS","28600700","505.4","India"
"401","Rajesh Exports","RAJESHEXPO.NS","28598400","291.45","India"
"402","Sify","SIFY","28382000","284.1566","India"
"403","India Glycols","INDIAGLYCO.NS","28239800","1470.5","India"
"404","Devyani International","DEVYANI.NS","27710100","182.01","India"
"405","Southern Petrochemical Industries Corp","SPIC.NS","27424600","84.54","India"
"406","PTC Financial Services","PFS.NS","27152000","47.96","India"
"407","MMTC","MMTC.NS","26995500","85.06","India"
"408","Nucleus Software Exports","NUCLEUS.NS","26974100","1299.6","India"
"409","ESAB India","ESABINDIA.NS","26814200","6151.75","India"
"410","Geojit Financial Services","GEOJITFSL.NS","26718100","137.94","India"
"411","Safari Industries India","SAFARI.NS","26637600","2611","India"
"412","Greenlam Industries","GREENLAM.NS","26304700","509.15","India"
"413","Automotive Axles","AUTOAXLES.NS","26221200","1881.2","India"
"414","Multi Commodity Exchange","MCX.NS","25781600","6410.55","India"
"415","Laurus Labs","LAURUSLABS.NS","25716600","474.15","India"
"416","Capacit'e Infraprojects","CAPACITE.NS","25431900","396.4","India"
"417","Kuantum Papers","KUANTUM.NS","25369200","137.7","India"
"418","Texmaco Rail &amp; Engineering","TEXRAIL.NS","24628800","196.37","India"
"419","Gokaldas Exports","GOKEX.NS","24191500","932.15","India"
"420","Sudarshan Chemical","SUDARSCHEM.NS","23904000","1201.1","India"
"421","Syrma SGS Technology","SYRMA.NS","23760600","416.85","India"
"422","Tide Water Oil","TIDEWATER.NS","23678300","2140.4","India"
"423","Hindustan Sanitaryware &amp; Industries","HSIL.NS","23595600","316.9439","India"
"424","Kewal Kiran Clothing","KKCL.NS","23572800","666.25","India"
"425","Federal-Mogul Goetze","FMGOETZE.NS","23526400","419.05","India"
"426","Lux Industries","LUXIND.NS","23500100","2073.15","India"
"427","Jindal Poly Films","JINDALPOLY.NS","23134800","817.55","India"
"428","Somany Ceramics","SOMANYCERA.NS","22998300","720.25","India"
"429","MM Forgings","MMFL.NS","22974300","571.25","India"
"430","Vadilal Industries","VADILALIND.NS","22958100","4048.85","India"
"431","Vaibhav Global","VAIBHAVGBL.NS","22747500","300.65","India"
"432","Greenply","GREENPLY.NS","22197900","378.5","India"
"433","Wonderla Holidays","WONDERLA.NS","21989300","903.05","India"
"434","Cosmo First","COSMOFIRST.NS","21817600","766.15","India"
"435","Subros","SUBROS.NS","21700000","680","India"
"436","MapmyIndia","MAPMYINDIA.NS","21658800","2135.15","India"
"437","Cigniti Technologies","CIGNITITEC.NS","21448000","1390.45","India"
"438","VRL Logistics","VRLLOG.NS","21260800","575.35","India"
"439","Astra Microwave","ASTRAMICRO.NS","21195100","860.1","India"
"440","Kingfa Science & Technology","KINGFA.NS","21044700","3333.45","India"
"441","Zee Learn","ZEELEARN.NS","20794800","11.1","India"
"442","Lumax Industries","LUMAXIND.NS","20579800","2466.9","India"
"443","Parag Milk Foods","PARAGMILK.NS","20576600","227.29","India"
"444","Filatex India","FILATEX.NS","20450700","57.86","India"
"445","Dhampur Sugar Mills","DHAMPURSUG.NS","20446300","213.59","India"
"446","SML Isuzu","SMLISUZU.NS","20350800","1835.4","India"
"447","Nykaa","NYKAA.NS","20046500","192.01","India"
"448","EaseMyTrip","EASEMYTRIP.NS","19268500","34.19","India"
"449","Greenpanel Industries","GREENPANEL.NS","19225800","398.9","India"
"450","PB Fintech","POLICYBZR.NS","19130100","1639.05","India"
"451","JSW Holdings","JSWHL.NS","19018900","8974.75","India"
"452","Bajaj Electricals","BAJAJELEC.NS","19016600","900.9","India"
"453","Sandhar","SANDHAR.NS","18928000","574.45","India"
"454","MPS Limited","MPSLTD.NS","18823300","2092.3","India"
"455","Jindal Worldwide","JINDWORLD.NS","18796700","313.9","India"
"456","Gallantt Ispat","GALLISPAT.NS","18665800","64.9","India"
"457","Hikal","HIKAL.NS","18613800","340","India"
"458","CARE's Ratings","CARERATING.NS","18303900","1230.35","India"
"459","Mangalam Cement","MANGLMCEM.NS","18261200","862.3","India"
"460","Allcargo Logistics","ALLCARGO.NS","17827400","61.4","India"
"461","Skipper Limited","SKIPPER.NS","17800600","548.1","India"
"462","Shalby","SHALBY.NS","17655200","263.5","India"
"463","Mishra Dhatu Nigam","MIDHANI.NS","17585000","376.7","India"
"464","JTEKT India","JTEKTINDIA.NS","17407200","175.94","India"
"465","The Tinplate Company Of India","TINPLATE.NS","17109000","430.5","India"
"466","Vst Tillers Tractors","VSTTILLERS.NS","17077000","4512.55","India"
"467","Nilkamal","NILKAMAL.NS","17041800","1936.25","India"
"468","Accelya","ACCELYA.NS","16351100","1767.85","India"
"469","Hathway","HATHWAY.NS","16274200","20.09","India"
"470","Ethos Watches","ETHOSLTD.NS","16140000","3092.85","India"
"471","Sunteck Realty","SUNTECK.NS","16090600","556.25","India"
"472","Bliss GVS Pharma","BLISSGVS.NS","15725700","128.06","India"
"473","GTPL Hathway","GTPL.NS","14999100","161.74","India"
"474","RPG Life Sciences","RPGLIFE.NS","14897700","2806.9","India"
"475","Dollar Industries","DOLLAR.NS","14873500","545.55","India"
"476","IFB Industries","IFBIND.NS","14864100","1799.5","India"
"477","Anup Engineering","ANUP.NS","14767800","2735.15","India"
"478","Honda Siel Power Products","HONDAPOWER.NS","14740400","4154.2","India"
"479","Aether Industries","AETHER.NS","14682300","948.5","India"
"480","Confidence Petroleum","CONFIPET.NS","14276400","81.39","India"
"481","Monte Carlo Fashions","MONTECARLO.NS","14134600","840.1","India"
"482","Nazara Technologies","NAZARA.NS","13842100","923.4","India"
"483","Kitex Garments","KITEX.NS","13539600","522.45","India"
"484","Olectra Greentech","OLECTRA.NS","13491200","1752.1","India"
"485","Nectar Lifesciences","NECLIFE.NS","13457100","39.09","India"
"486","Rico Auto Industries","RICOAUTO.NS","13451400","107.91","India"
"487","Alembic Limited","ALEMBICLTD.NS","13448300","138.38","India"
"488","Campus Activewear","CAMPUS.NS","13405900","315.5","India"
"489","Indoco Remedies","INDOCO.NS","13073700","337.3","India"
"490","Orient Electric","ORIENTELEC.NS","12928000","236.46","India"
"491","Shankara Building","SHANKARA.NS","12782100","516.1","India"
"492","Rupa Company","RUPA.NS","12371400","287.35","India"
"493","eMudhra","EMUDHRA.NS","11937600","952.5","India"
"494","Wheels India","WHEELS.NS","11438900","743.55","India"
"495","India Motor Parts and Accessories","IMPAL.NS","11380000","1287.6","India"
"496","Sterlite Technologies","STLTECH.NS","11318000","120.66","India"
"497","Ashiana Housing","ASHIANA.NS","11170700","308.25","India"
"498","India Tourism Development Corp","ITDC.NS","11112600","658.1","India"
"499","Rane Holdings","RANEHOLDIN.NS","10891800","1989.7","India"
"500","Foseco India","FOSECOIND.NS","10675300","4706","India"
"501","India Nippon Electricals","INDNIPPON.NS","10553100","705.6","India"
"502","Sasken Technologies","SASKEN.NS","10184200","1706.8","India"
